StateID,StateName,PlanID,AreaCode,InternationalPlan,VoiceMailPlan,NumberVMailMessages,DayUsageID,TotalDayMinutes,TotalDayCalls,TotalDayCharge,EveUsageID,TotalEveMinutes,TotalEveCalls,TotalEveCharge,NightUsageID,TotalNightMinutes,TotalNightCalls,TotalNightCharge,IntlUsageID,TotalIntlMinutes,TotalIntlCalls,TotalIntlCharge,CustomerServiceCalls,ChurnStatus
661,NC,661,510,Yes,Yes,33,661,127.2,93,21.62,661,162.9,104,13.85,661,247.4,109,11.13,661,8.1,13,2.19,0,False
662,VT,662,510,No,Yes,28,662,201.8,79,34.31,662,304.9,128,25.92,662,225.6,133,10.15,662,11.9,8,3.21,1,False
663,DC,663,415,No,Yes,17,663,219.5,78,37.32,663,222.1,94,18.88,663,188.3,92,8.47,663,16.1,5,4.35,1,False
664,VT,664,408,No,No,0,664,99.3,112,16.88,664,270.5,136,22.99,664,225.3,94,10.14,664,9.0,6,2.43,3,False
665,NV,665,415,No,No,0,665,239.2,114,40.66,665,150.0,115,12.75,665,160.8,81,7.24,665,10.3,2,2.78,5,False
666,OR,666,415,Yes,No,0,666,120.9,58,20.55,666,235.0,88,19.98,666,95.1,130,4.28,666,11.4,11,3.08,2,False
667,AL,667,408,No,No,0,667,224.7,81,38.2,667,129.4,112,11.0,667,167.6,109,7.54,667,15.8,6,4.27,1,False
668,ND,668,408,No,Yes,19,668,176.6,88,30.02,668,162.7,66,13.83,668,215.5,98,9.7,668,14.6,6,3.94,1,False
669,NE,669,415,No,No,0,669,180.6,92,30.7,669,190.9,114,16.23,669,295.6,125,13.3,669,10.3,4,2.78,1,True
670,ME,670,408,No,No,0,670,237.6,79,40.39,670,192.4,107,16.35,670,207.4,111,9.33,670,9.1,9,2.46,0,False
671,IL,671,415,No,No,0,671,198.4,91,33.73,671,264.7,106,22.5,671,111.4,101,5.01,671,9.2,2,2.48,2,False
672,WA,672,408,No,No,0,672,274.3,110,46.63,672,52.9,109,4.5,672,246.1,119,11.07,672,10.9,5,2.94,0,False
673,KS,673,510,No,No,0,673,217.7,91,37.01,673,273.5,74,23.25,673,226.9,99,10.21,673,9.6,3,2.59,3,False
674,RI,674,415,No,No,0,674,134.7,96,22.9,674,235.9,90,20.05,674,260.2,113,11.71,674,7.6,6,2.05,3,False
675,IA,675,510,No,No,0,675,256.3,135,43.57,675,180.2,106,15.32,675,187.3,135,8.43,675,6.2,7,1.67,2,False
676,NV,676,415,No,No,0,676,176.2,90,29.95,676,196.0,115,16.66,676,263.9,95,11.88,676,9.2,4,2.48,1,False
677,WI,677,415,No,Yes,37,677,205.0,94,34.85,677,165.4,103,14.06,677,185.0,81,8.32,677,11.7,8,3.16,1,False
678,AL,678,408,No,No,0,678,267.9,114,45.54,678,223.0,74,18.96,678,262.7,90,11.82,678,11.3,3,3.05,3,True
679,HI,679,415,No,No,0,679,179.2,111,30.46,679,175.2,130,14.89,679,228.6,92,10.29,679,9.9,6,2.67,2,False
680,MO,680,415,No,No,0,680,149.4,145,25.4,680,196.5,105,16.7,680,209.5,108,9.43,680,14.9,3,4.02,1,False
681,MO,681,408,No,No,0,681,207.6,71,35.29,681,152.7,94,12.98,681,217.8,125,9.8,681,12.4,13,3.35,1,False
682,CT,682,510,No,No,0,682,165.4,108,28.12,682,183.7,103,15.61,682,80.2,108,3.61,682,8.9,4,2.4,3,False
683,MD,683,415,No,No,0,683,209.8,114,35.67,683,171.3,82,14.56,683,154.6,119,6.96,683,9.9,9,2.67,4,False
684,OH,684,415,No,Yes,27,684,220.1,128,37.42,684,268.2,133,22.8,684,146.5,80,6.59,684,11.1,3,3.0,0,False
685,NV,685,510,No,No,0,685,141.3,72,24.02,685,154.3,95,13.12,685,210.6,91,9.48,685,8.2,5,2.21,1,False
686,MD,686,408,No,No,0,686,196.5,89,33.41,686,241.3,123,20.51,686,143.2,105,6.44,686,4.0,7,1.08,0,False
687,OH,687,408,No,No,0,687,105.0,150,17.85,687,251.6,90,21.39,687,258.0,93,11.61,687,14.9,5,4.02,0,False
688,MA,688,510,No,No,0,688,271.4,119,46.14,688,190.4,102,16.18,688,284.7,118,12.81,688,11.1,6,3.0,4,True
689,OK,689,510,No,Yes,43,689,206.7,79,35.14,689,174.6,122,14.84,689,241.5,80,10.87,689,10.9,3,2.94,1,False
690,MA,690,408,No,No,0,690,166.8,109,28.36,690,236.0,117,20.06,690,307.6,77,13.84,690,9.3,1,2.51,1,False
691,WA,691,415,No,No,0,691,204.9,107,34.83,691,135.2,102,11.49,691,208.2,106,9.37,691,10.4,3,2.81,5,False
692,HI,692,415,No,Yes,15,692,154.6,128,26.28,692,245.6,106,20.88,692,148.6,90,6.69,692,9.1,4,2.46,1,False
693,CO,693,415,No,No,0,693,127.0,107,21.59,693,323.2,75,27.47,693,143.9,127,6.48,693,7.5,2,2.03,1,False
694,FL,694,415,Yes,No,0,694,267.4,78,45.46,694,204.2,85,17.36,694,111.7,146,5.03,694,5.9,4,1.59,1,False
695,WI,695,415,No,No,0,695,281.0,66,47.77,695,160.6,108,13.65,695,77.9,74,3.51,695,0.0,0,0.0,1,False
696,WY,696,408,No,No,0,696,171.2,82,29.1,696,185.6,102,15.78,696,203.3,64,9.15,696,10.2,7,2.75,1,False
697,GA,697,510,No,No,0,697,124.1,82,21.1,697,202.6,120,17.22,697,289.6,119,13.03,697,6.7,8,1.81,3,False
698,FL,698,415,No,No,0,698,162.8,113,27.68,698,290.3,111,24.68,698,114.9,140,5.17,698,7.2,3,1.94,1,False
699,WY,699,408,No,No,0,699,146.3,84,24.87,699,255.9,113,21.75,699,45.0,117,2.03,699,8.0,12,2.16,1,False
700,DE,700,415,No,No,0,700,254.8,85,43.32,700,143.4,80,12.19,700,153.9,102,6.93,700,15.0,7,4.05,2,False
701,ME,701,408,No,Yes,26,701,254.9,108,43.33,701,243.2,135,20.67,701,190.8,95,8.59,701,5.4,3,1.46,2,False
702,DC,702,510,No,Yes,31,702,107.7,124,18.31,702,188.9,104,16.06,702,196.2,98,8.83,702,8.9,3,2.4,0,False
703,IA,703,408,No,No,0,703,158.8,75,27.0,703,264.8,91,22.51,703,270.0,77,12.15,703,7.6,7,2.05,1,False
704,CO,704,415,No,No,0,704,182.9,113,31.09,704,239.6,85,20.37,704,229.8,104,10.34,704,5.5,4,1.49,2,False
705,MN,705,415,No,No,0,705,198.5,112,33.75,705,42.5,90,3.61,705,179.2,124,8.06,705,12.4,5,3.35,0,False
706,AZ,706,510,No,No,0,706,110.9,91,18.85,706,158.5,115,13.47,706,207.5,131,9.34,706,6.2,5,1.67,1,False
707,LA,707,415,No,Yes,27,707,166.9,85,28.37,707,221.2,92,18.8,707,197.3,97,8.88,707,12.3,4,3.32,1,True
708,ME,708,510,No,No,0,708,120.8,96,20.54,708,169.8,101,14.43,708,194.1,63,8.73,708,11.9,3,3.21,4,True
709,MD,709,415,No,No,0,709,165.3,118,28.1,709,210.0,101,17.85,709,187.2,93,8.42,709,8.5,3,2.3,2,False
710,VT,710,415,No,No,0,710,126.7,113,21.54,710,155.5,131,13.22,710,206.2,112,9.28,710,14.4,7,3.89,2,False
711,DC,711,408,No,Yes,35,711,215.9,106,36.7,711,200.6,107,17.05,711,195.4,107,8.79,711,15.5,7,4.19,0,False
712,WY,712,415,No,No,0,712,140.1,132,23.82,712,209.6,126,17.82,712,264.1,77,11.88,712,8.0,2,2.16,1,False
713,VA,713,510,Yes,Yes,29,713,139.8,114,23.77,713,138.2,91,11.75,713,221.0,88,9.95,713,5.5,6,1.49,0,False
714,CT,714,510,No,No,0,714,321.6,107,54.67,714,251.6,115,21.39,714,141.1,158,6.35,714,11.3,3,3.05,2,True
715,HI,715,510,No,No,0,715,166.6,61,28.32,715,218.8,107,18.6,715,208.3,131,9.37,715,8.2,6,2.21,7,False
716,WI,716,415,No,No,0,716,214.2,90,36.41,716,196.8,78,16.73,716,157.9,112,7.11,716,5.9,8,1.59,0,False
717,MD,717,415,No,No,0,717,260.0,123,44.2,717,210.5,127,17.89,717,234.7,70,10.56,717,9.0,3,2.43,1,True
718,WV,718,415,No,No,0,718,191.9,113,32.62,718,70.9,87,6.03,718,204.8,107,9.22,718,13.4,4,3.62,4,True
719,UT,719,415,No,Yes,24,719,118.1,83,20.08,719,109.6,72,9.32,719,245.5,73,11.05,719,16.9,2,4.56,1,False
720,CO,720,408,No,No,0,720,190.2,89,32.33,720,166.4,108,14.14,720,219.8,73,9.89,720,15.0,4,4.05,6,False
721,NC,721,415,No,Yes,25,721,82.2,95,13.97,721,163.3,109,13.88,721,264.9,104,11.92,721,5.1,6,1.38,0,False
722,NJ,722,415,No,Yes,32,722,163.8,80,27.85,722,177.8,123,15.11,722,190.4,106,8.57,722,8.1,5,2.19,0,False
723,AR,723,415,No,No,0,723,267.8,145,45.53,723,316.4,121,26.89,723,208.6,91,9.39,723,14.4,11,3.89,5,True
724,IA,724,510,No,No,0,724,159.8,91,27.17,724,120.4,86,10.23,724,163.0,93,7.34,724,10.6,3,2.86,2,False
725,GA,725,408,No,Yes,24,725,214.3,129,36.43,725,289.8,55,24.63,725,312.5,130,14.06,725,10.6,4,2.86,1,False
726,MO,726,510,No,No,0,726,287.3,123,48.84,726,288.0,114,24.48,726,266.0,112,11.97,726,10.5,4,2.84,0,True
727,MO,727,408,No,No,0,727,101.2,122,17.2,727,141.6,87,12.04,727,198.5,124,8.93,727,7.5,3,2.03,2,False
728,WY,728,415,No,No,0,728,102.8,74,17.48,728,281.7,125,23.94,728,228.1,113,10.26,728,13.2,5,3.56,2,False
729,HI,729,415,No,No,0,729,109.1,97,18.55,729,115.7,96,9.83,729,295.8,84,13.31,729,8.3,6,2.24,0,False
730,PA,730,408,No,No,0,730,215.9,67,36.7,730,217.0,108,18.45,730,342.8,130,15.43,730,5.2,2,1.4,1,False
731,TX,731,415,No,No,0,731,203.4,110,34.58,731,128.7,97,10.94,731,190.5,113,8.57,731,11.0,4,2.97,1,False
732,VA,732,510,No,No,0,732,110.1,113,18.72,732,169.0,59,14.37,732,166.7,94,7.5,732,9.2,2,2.48,1,False
733,RI,733,415,No,No,0,733,111.0,51,18.87,733,219.8,84,18.68,733,202.0,89,9.09,733,4.4,14,1.19,1,False
734,WI,734,415,No,No,0,734,239.9,121,40.78,734,142.3,51,12.1,734,364.3,106,16.39,734,9.3,5,2.51,1,False
735,NC,735,415,No,No,0,735,84.2,134,14.31,735,80.8,103,6.87,735,196.1,79,8.82,735,10.8,2,2.92,1,False
736,NV,736,415,No,No,0,736,209.1,127,35.55,736,106.1,80,9.02,736,179.6,90,8.08,736,14.0,6,3.78,0,False
737,UT,737,415,No,Yes,24,737,130.1,117,22.12,737,196.0,61,16.66,737,139.3,123,6.27,737,11.4,5,3.08,0,False
738,ME,738,510,No,Yes,24,738,175.8,139,29.89,738,155.0,98,13.18,738,180.7,64,8.13,738,7.8,5,2.11,2,False
739,HI,739,415,No,No,0,739,241.9,104,41.12,739,145.2,112,12.34,739,214.5,105,9.65,739,6.6,5,1.78,1,False
740,OH,740,415,No,No,0,740,136.7,106,23.24,740,228.6,105,19.43,740,265.3,114,11.94,740,9.8,4,2.65,0,False
741,OK,741,415,No,No,0,741,200.4,87,34.07,741,309.2,105,26.28,741,152.1,118,6.84,741,10.0,2,2.7,1,False
742,KY,742,510,Yes,No,0,742,125.8,103,21.39,742,207.7,96,17.65,742,207.4,143,9.33,742,14.1,4,3.81,1,True
743,AL,743,408,No,No,0,743,128.2,87,21.79,743,133.2,105,11.32,743,177.6,123,7.99,743,11.2,2,3.02,1,False
744,MD,744,408,No,No,0,744,226.3,88,38.47,744,223.0,107,18.96,744,255.6,92,11.5,744,13.0,3,3.51,4,False
745,NE,745,510,No,Yes,37,745,162.3,107,27.59,745,233.9,115,19.88,745,277.4,94,12.48,745,9.2,4,2.48,0,False
746,TX,746,415,No,No,0,746,120.5,127,20.49,746,189.7,52,16.12,746,270.1,107,12.15,746,14.3,2,3.86,1,False
747,OH,747,408,No,No,0,747,91.1,90,15.49,747,179.3,115,15.24,747,300.7,89,13.53,747,11.9,8,3.21,2,False
748,DE,748,415,No,No,0,748,168.8,137,28.7,748,241.4,107,20.52,748,204.8,106,9.22,748,15.5,4,4.19,0,False
749,VT,749,415,No,No,0,749,226.2,88,38.45,749,140.3,114,11.93,749,208.9,110,9.4,749,6.4,2,1.73,0,False
750,OR,750,510,No,No,0,750,191.9,107,32.62,750,206.9,127,17.59,750,272.0,88,12.24,750,12.6,2,3.4,1,False
751,NV,751,415,No,Yes,28,751,167.9,147,28.54,751,190.7,105,16.21,751,193.0,103,8.69,751,9.2,6,2.48,4,True
752,NC,752,415,No,No,0,752,180.0,88,30.6,752,145.0,77,12.33,752,233.7,120,10.52,752,11.5,6,3.11,2,False
753,NJ,753,408,No,No,0,753,257.4,67,43.76,753,261.1,91,22.19,753,204.4,107,9.2,753,13.4,5,3.62,2,True
754,ID,754,408,No,No,0,754,159.7,83,27.15,754,155.4,121,13.21,754,255.7,114,11.51,754,8.4,3,2.27,1,False
755,AL,755,408,No,No,0,755,237.2,124,40.32,755,222.6,87,18.92,755,173.3,81,7.8,755,11.0,3,2.97,1,False
756,AK,756,415,No,No,0,756,103.0,129,17.51,756,242.3,103,20.6,756,170.2,89,7.66,756,7.9,3,2.13,1,False
757,PA,757,415,No,No,0,757,205.1,86,34.87,757,160.5,95,13.64,757,149.5,142,6.73,757,10.7,2,2.89,3,False
758,NV,758,415,Yes,No,0,758,150.0,69,25.5,758,285.9,73,24.3,758,190.6,121,8.58,758,9.4,15,2.54,0,False
759,AL,759,510,No,Yes,23,759,232.4,97,39.51,759,186.0,88,15.81,759,190.5,128,8.57,759,12.3,3,3.32,3,False
760,GA,760,408,No,No,0,760,165.4,100,28.12,760,115.7,87,9.83,760,193.8,118,8.72,760,12.8,5,3.46,2,False
761,AR,761,415,No,No,0,761,199.2,106,33.86,761,187.3,12,15.92,761,214.0,85,9.63,761,13.3,3,3.59,3,False
762,MA,762,408,No,No,0,762,217.6,81,36.99,762,320.5,51,27.24,762,150.7,110,6.78,762,4.2,3,1.13,0,False
763,MO,763,415,No,Yes,30,763,154.0,75,26.18,763,165.8,97,14.09,763,270.0,83,12.15,763,10.8,5,2.92,1,False
764,NY,764,408,No,Yes,31,764,193.8,130,32.95,764,202.6,98,17.22,764,191.2,102,8.6,764,13.3,2,3.59,1,False
765,AZ,765,415,No,No,0,765,175.4,130,29.82,765,248.1,105,21.09,765,122.4,85,5.51,765,12.2,4,3.29,0,False
766,WV,766,408,No,No,0,766,230.2,147,39.13,766,186.7,121,15.87,766,128.4,100,5.78,766,9.2,3,2.48,0,False
767,NM,767,408,No,Yes,33,767,174.9,103,29.73,767,248.2,105,21.1,767,164.6,116,7.41,767,13.5,3,3.65,1,True
768,SC,768,415,No,No,0,768,190.2,68,32.33,768,262.2,64,22.29,768,130.0,92,5.85,768,8.8,4,2.38,0,False
769,VT,769,415,No,No,0,769,176.4,122,29.99,769,224.9,123,19.12,769,219.6,50,9.88,769,11.5,1,3.11,1,False
770,LA,770,415,No,No,0,770,228.7,90,38.88,770,163.0,99,13.86,770,154.1,90,6.93,770,11.8,3,3.19,1,False
771,OH,771,408,No,No,0,771,144.0,90,24.48,771,181.6,100,15.44,771,128.1,93,5.76,771,12.3,2,3.32,0,False
772,OR,772,510,No,Yes,31,772,135.9,90,23.1,772,271.0,84,23.04,772,179.1,89,8.06,772,9.5,7,2.57,6,False
773,KY,773,415,No,No,0,773,130.5,77,22.19,773,131.2,117,11.15,773,264.7,63,11.91,773,13.0,6,3.51,0,False
774,GA,774,408,No,Yes,21,774,134.2,105,22.81,774,162.5,128,13.81,774,186.6,90,8.4,774,11.8,2,3.19,4,True
775,VT,775,415,No,No,0,775,278.0,102,47.26,775,266.4,114,22.64,775,224.1,118,10.08,775,13.1,4,3.54,4,True
776,OR,776,415,No,No,0,776,105.4,70,17.92,776,214.8,122,18.26,776,223.6,126,10.06,776,7.8,5,2.11,0,False
777,MO,777,408,No,Yes,24,777,111.8,85,19.01,777,239.6,102,20.37,777,268.3,81,12.07,777,6.9,4,1.86,1,False
778,ND,778,415,No,Yes,33,778,159.1,106,27.05,778,149.8,101,12.73,778,213.4,108,9.6,778,13.0,18,3.51,1,False
779,MN,779,510,No,No,0,779,212.4,105,36.11,779,224.6,118,19.09,779,221.3,105,9.96,779,9.0,4,2.43,1,False
780,NV,780,415,No,No,0,780,142.3,112,24.19,780,306.3,111,26.04,780,196.5,82,8.84,780,9.9,1,2.67,1,False
781,NY,781,415,Yes,No,0,781,346.8,55,58.96,781,249.5,79,21.21,781,275.4,102,12.39,781,13.3,9,3.59,1,True
782,FL,782,415,No,Yes,15,782,113.9,102,19.36,782,145.3,146,12.35,782,195.2,137,8.78,782,11.8,9,3.19,1,False
783,KS,783,415,Yes,Yes,27,783,267.9,103,45.54,783,263.3,74,22.38,783,178.1,106,8.01,783,8.3,2,2.24,1,True
784,NV,784,510,No,No,0,784,171.4,117,29.14,784,115.2,128,9.79,784,224.5,115,10.1,784,17.0,4,4.59,3,False
785,NV,785,408,No,No,0,785,275.4,150,46.82,785,187.5,62,15.94,785,147.1,126,6.62,785,13.6,3,3.67,1,False
786,SC,786,415,No,Yes,31,786,197.2,118,33.52,786,249.9,70,21.24,786,298.9,104,13.45,786,3.9,2,1.05,0,False
787,MI,787,510,No,Yes,26,787,91.7,104,15.59,787,150.6,119,12.8,787,63.3,103,2.85,787,7.7,5,2.08,1,False
788,TN,788,510,No,No,0,788,126.3,99,21.47,788,141.6,106,12.04,788,255.9,96,11.52,788,9.6,2,2.59,0,False
789,NY,789,510,No,Yes,33,789,251.5,107,42.76,789,234.1,110,19.9,789,213.4,87,9.6,789,10.4,6,2.81,3,False
790,NV,790,510,No,No,0,790,190.6,108,32.4,790,152.3,95,12.95,790,144.7,97,6.51,790,7.5,5,2.03,1,False
791,IL,791,510,No,No,0,791,116.1,101,19.74,791,201.8,99,17.15,791,181.9,103,8.19,791,11.6,5,3.13,0,False
792,ND,792,510,No,No,0,792,179.4,80,30.5,792,232.5,99,19.76,792,175.8,105,7.91,792,14.7,3,3.97,0,False
793,NC,793,415,No,No,0,793,207.7,109,35.31,793,164.8,94,14.01,793,54.5,91,2.45,793,7.9,3,2.13,0,False
794,MI,794,408,No,No,0,794,277.3,138,47.14,794,228.4,117,19.41,794,117.3,103,5.28,794,12.8,4,3.46,2,True
795,TN,795,415,No,No,0,795,125.3,84,21.3,795,167.6,121,14.25,795,260.6,94,11.73,795,8.4,4,2.27,1,False
796,VT,796,408,No,Yes,32,796,138.1,91,23.48,796,167.3,72,14.22,796,238.9,115,10.75,796,6.8,3,1.84,2,False
797,DE,797,415,No,Yes,27,797,201.3,101,34.22,797,143.8,89,12.22,797,150.2,127,6.76,797,12.3,3,3.32,1,False
798,OR,798,415,No,No,0,798,190.4,92,32.37,798,317.5,85,26.99,798,133.4,113,6.0,798,8.3,4,2.24,2,False
799,NY,799,408,No,No,0,799,143.3,91,24.36,799,195.5,58,16.62,799,223.3,95,10.05,799,6.0,7,1.62,1,False
800,MO,800,415,No,Yes,42,800,97.4,57,16.56,800,203.6,98,17.31,800,173.9,124,7.83,800,11.4,2,3.08,2,False
801,FL,801,415,No,No,0,801,181.4,111,30.84,801,167.7,92,14.25,801,168.5,122,7.58,801,11.3,3,3.05,3,False
802,NY,802,415,No,No,0,802,143.4,130,24.38,802,289.4,50,24.6,802,194.0,100,8.73,802,9.7,6,2.62,2,False
803,ND,803,415,No,No,0,803,104.9,111,17.83,803,198.5,120,16.87,803,258.2,91,11.62,803,8.0,5,2.16,2,False
804,OH,804,415,No,No,0,804,114.8,125,19.52,804,81.9,126,6.96,804,304.3,101,13.69,804,12.0,4,3.24,0,False
805,AL,805,415,No,No,0,805,232.5,96,39.53,805,205.5,120,17.47,805,213.7,91,9.62,805,11.9,2,3.21,0,False
806,SC,806,415,No,No,0,806,143.6,117,24.41,806,152.4,108,12.95,806,194.4,110,8.75,806,8.6,3,2.32,1,False
807,GA,807,415,No,No,0,807,176.7,132,30.04,807,244.1,80,20.75,807,176.3,120,7.93,807,9.1,4,2.46,2,False
808,WY,808,415,No,No,0,808,263.4,148,44.78,808,230.3,69,19.58,808,170.6,101,7.68,808,11.4,5,3.08,1,True
809,HI,809,415,No,Yes,33,809,145.0,72,24.65,809,194.5,157,16.53,809,242.3,138,10.9,809,14.2,3,3.83,2,False
810,LA,810,510,No,No,0,810,166.9,99,28.37,810,154.9,97,13.17,810,189.4,89,8.52,810,7.2,5,1.94,0,False
811,AR,811,510,No,No,0,811,142.5,87,24.23,811,195.7,88,16.63,811,122.1,117,5.49,811,7.8,8,2.11,2,False
812,AK,812,510,Yes,No,0,812,133.0,65,22.61,812,262.8,93,22.34,812,214.3,128,9.64,812,11.2,3,3.02,1,False
813,AL,813,415,No,Yes,28,813,95.0,94,16.15,813,291.2,73,24.75,813,159.6,114,7.18,813,10.0,2,2.7,2,False
814,UT,814,510,Yes,No,0,814,194.2,106,33.01,814,249.4,105,21.2,814,254.9,129,11.47,814,12.9,1,3.48,1,True
815,KS,815,415,No,No,0,815,222.8,114,37.88,815,215.9,113,18.35,815,223.5,122,10.06,815,0.0,0,0.0,1,False
816,VA,816,415,No,Yes,42,816,216.0,125,36.72,816,232.3,104,19.75,816,215.5,100,9.7,816,9.3,4,2.51,2,True
817,UT,817,415,No,No,0,817,146.3,108,24.87,817,171.8,102,14.6,817,167.5,66,7.54,817,5.3,9,1.43,1,False
818,IN,818,510,No,No,0,818,234.8,85,39.92,818,140.9,91,11.98,818,204.3,93,9.19,818,9.5,5,2.57,1,False
819,CT,819,408,No,No,0,819,198.6,111,33.76,819,213.9,115,18.18,819,171.2,105,7.7,819,10.6,6,2.86,2,False
820,MO,820,408,No,Yes,32,820,142.6,77,24.24,820,208.2,126,17.7,820,171.0,102,7.69,820,12.0,2,3.24,3,False
821,RI,821,510,Yes,No,0,821,134.2,80,22.81,821,165.0,71,14.03,821,173.1,102,7.79,821,10.7,5,2.89,0,False
822,CA,822,415,No,No,0,822,111.9,92,19.02,822,114.0,143,9.69,822,146.8,79,6.61,822,14.1,3,3.81,5,True
823,RI,823,415,No,No,0,823,122.8,89,20.88,823,211.3,104,17.96,823,261.4,91,11.76,823,10.7,2,2.89,2,False
824,CT,824,510,No,No,0,824,189.3,77,32.18,824,220.9,105,18.78,824,238.7,117,10.74,824,9.2,5,2.48,4,False
825,IN,825,510,No,Yes,38,825,240.4,112,40.87,825,201.8,102,17.15,825,206.1,112,9.27,825,16.1,6,4.35,0,False
826,FL,826,510,Yes,Yes,24,826,93.5,112,15.9,826,183.4,128,15.59,826,240.7,133,10.83,826,9.9,3,2.67,0,False
827,KS,827,415,No,No,0,827,158.6,104,26.96,827,211.2,77,17.95,827,179.3,104,8.07,827,10.2,8,2.75,3,False
828,RI,828,510,No,No,0,828,220.9,129,37.55,828,242.2,108,20.59,828,233.3,75,10.5,828,6.4,5,1.73,0,False
829,NV,829,415,No,No,0,829,144.4,87,24.55,829,266.5,128,22.65,829,217.6,59,9.79,829,7.1,7,1.92,0,False
830,UT,830,510,No,No,0,830,212.3,107,36.09,830,228.4,103,19.41,830,163.3,116,7.35,830,7.7,3,2.08,0,False
831,OK,831,510,No,No,0,831,147.0,72,24.99,831,165.7,102,14.08,831,243.2,107,10.94,831,8.4,9,2.27,1,False
832,MN,832,510,No,Yes,25,832,96.2,112,16.35,832,178.9,70,15.21,832,182.1,84,8.19,832,12.9,10,3.48,2,False
833,NC,833,415,No,No,0,833,263.4,118,44.78,833,179.1,69,15.22,833,214.7,112,9.66,833,10.3,2,2.78,0,False
834,OR,834,415,Yes,No,0,834,12.5,67,2.13,834,256.6,90,21.81,834,169.4,88,7.62,834,7.7,9,2.08,1,False
835,NH,835,408,No,No,0,835,162.3,116,27.59,835,192.4,86,16.35,835,240.6,100,10.83,835,10.1,3,2.73,2,False
836,AK,836,408,No,No,0,836,183.6,107,31.21,836,58.6,118,4.98,836,202.6,99,9.12,836,8.7,3,2.35,1,False
837,WV,837,415,No,Yes,38,837,123.0,158,20.91,837,133.9,119,11.38,837,138.2,103,6.22,837,13.3,4,3.59,1,False
838,GA,838,510,No,No,0,838,208.0,125,35.36,838,198.9,76,16.91,838,76.4,97,3.44,838,8.6,6,2.32,0,False
839,NM,839,415,No,No,0,839,239.2,72,40.66,839,188.5,124,16.02,839,105.6,116,4.75,839,8.8,3,2.38,1,False
840,OH,840,510,No,No,0,840,193.0,97,32.81,840,89.8,99,7.63,840,172.8,104,7.78,840,15.3,3,4.13,1,False
841,RI,841,415,No,Yes,26,841,116.7,71,19.84,841,145.9,88,12.4,841,175.1,103,7.88,841,9.9,3,2.67,1,False
842,HI,842,510,No,No,0,842,93.8,127,15.95,842,150.0,104,12.75,842,241.1,116,10.85,842,10.7,2,2.89,1,False
843,WY,843,415,Yes,Yes,30,843,154.1,114,26.2,843,118.7,106,10.09,843,258.4,105,11.63,843,12.9,3,3.48,2,False
844,NY,844,415,No,Yes,29,844,239.5,82,40.72,844,203.8,105,17.32,844,167.8,70,7.55,844,9.9,6,2.67,0,False
845,KS,845,510,No,Yes,25,845,216.0,140,36.72,845,224.1,69,19.05,845,267.9,112,12.06,845,11.8,4,3.19,0,False
846,LA,846,408,No,No,0,846,187.4,97,31.86,846,177.8,89,15.11,846,233.4,97,10.5,846,12.2,6,3.29,1,False
847,PA,847,415,No,No,0,847,167.4,119,28.46,847,233.2,143,19.82,847,109.6,115,4.93,847,10.3,5,2.78,0,False
848,NV,848,510,No,No,0,848,160.4,108,27.27,848,218.1,88,18.54,848,192.9,115,8.68,848,12.5,4,3.38,1,False
849,MN,849,415,No,No,0,849,143.2,92,24.34,849,209.1,142,17.77,849,173.0,96,7.79,849,11.9,9,3.21,1,False
850,MO,850,408,No,Yes,25,850,219.1,88,37.25,850,151.5,99,12.88,850,50.1,60,2.25,850,14.3,6,3.86,1,False
851,ME,851,415,No,No,0,851,232.8,106,39.58,851,175.2,97,14.89,851,212.2,77,9.55,851,12.5,7,3.38,2,False
852,NH,852,408,No,No,0,852,162.0,81,27.54,852,247.5,89,21.04,852,155.5,99,7.0,852,8.9,8,2.4,0,False
853,MN,853,408,No,No,0,853,209.9,112,35.68,853,221.3,82,18.81,853,210.0,93,9.45,853,8.2,3,2.21,1,False
854,OH,854,415,No,No,0,854,191.5,88,32.56,854,175.2,78,14.89,854,220.3,118,9.91,854,0.0,0,0.0,0,False
855,NC,855,408,No,Yes,19,855,291.1,150,49.49,855,226.7,123,19.27,855,219.1,67,9.86,855,7.5,2,2.03,1,False
856,KY,856,415,No,No,0,856,255.9,97,43.5,856,204.1,129,17.35,856,171.3,84,7.71,856,12.3,5,3.32,3,False
857,MT,857,408,No,No,0,857,252.7,97,42.96,857,221.1,121,18.79,857,109.9,100,4.95,857,12.4,4,3.35,2,False
858,NJ,858,408,No,No,0,858,132.1,72,22.46,858,247.5,107,21.04,858,246.2,123,11.08,858,6.9,6,1.86,3,False
859,FL,859,408,No,No,0,859,217.0,115,36.89,859,207.0,142,17.6,859,268.0,106,12.06,859,8.2,4,2.21,1,False
860,IN,860,510,No,Yes,42,860,101.9,79,17.32,860,223.1,97,18.96,860,241.6,77,10.87,860,12.9,2,3.48,0,False
861,DE,861,510,No,No,0,861,211.5,100,35.96,861,184.6,88,15.69,861,164.3,131,7.39,861,13.3,4,3.59,2,False
862,AL,862,510,No,No,0,862,153.4,86,26.08,862,198.5,81,16.87,862,164.4,83,7.4,862,10.4,3,2.81,0,False
863,ME,863,510,No,No,0,863,166.3,95,28.27,863,239.3,87,20.34,863,123.2,108,5.54,863,10.0,3,2.7,2,False
